id_aset_lama,nama_aset_lama,kategori,tipe,id_aset_baru,tanggal_penggantian,alasan_penggantian,biaya_penggantian
48426,KUS-LQE4-48426,Arsitektur,"Kusen, Daun Pintu Berbahan Alumunium",56399,2024-04-08,Kontrak maintenance habis,22900000
28957,GRE-IPLA-28957,Mechanical,AC Split,83316,2024-04-08,Standar keamanan baru,81150000
30961,LAM-9MVM-30961,Electrical,Lampu LED Strip,59300,2025-04-08,Usia pakai habis,73730000
25206,GRU-LE4C-25206,Mechanical,Pompa Boster,80981,2025-04-08,Efisiensi energi,22100000
490,DAI-B7KR-0490,Mechanical,AC Cassette,89284,2025-04-08,Upgrade kapasitas,12380000
47977,DIN-P566-47977,Civil,Dinding Tembok/Mansonry,52426,2024-05-08,Efisiensi energi,54760000
50081,SHA-WO5B-50081,Mechanical,AC Split,83757,2024-05-08,Kerusakan fatal tidak ekonomis diperbaiki,86820000
11916,HIK-ADVU-11916,Security Sistem,Kamera CCTV,98553,2025-05-08,Tidak ada spare part,80720000
23277,LAM-R3SV-23277,Electrical,Lampu Wall sign,76622,2025-06-08,Sudah obsolete,63190000
52618,DIN-8GJA-52618,Civil,"Dinding Partisi, GRC / Gypsum",54189,2025-06-08,Kerusakan fatal tidak ekonomis diperbaiki,8680000
17443,ROO-EDA8-17443,Distribusi Air,Roof Tank,73069,2022-07-08,Upgrade kapasitas,73650000
44670,OND-5A0F-44670,Plumbing,Kran Air,72378,2023-07-08,Kontrak maintenance habis,73010000
45026,LEM-S7SR-45026,Arsitektur,Lemari/Loker,74428,2023-07-08,Efisiensi energi,19840000
52646,APA-PJHJ-52646,Sistem Pemadam Kebakaran,APAR CO2,74906,2025-07-08,Kontrak maintenance habis,40140000
46892,PAN-NSN0-46892,Ventilasi Sistem,Exhaust Fan,59095,2025-07-08,Usia pakai habis,73450000
49516,UNI-HTTP-49516,Electrical,Uninterruptible Power Supply,87382,2019-08-08,Usia pakai habis,69950000
51030,AXI-MBGI-51030,Security Sistem,Kamera CCTV,81571,2020-08-08,Tidak ada spare part,47680000
58593,LAM-1PXR-58593,Electrical,Lampu TL LED,77507,2023-08-08,Tidak ada spare part,3120000
40468,PEM-83BF-40468,Plumbing,Pemipaan Air Bersih,69713,2024-08-08,Tidak ada spare part,50000000
17683,PEM-364Z-17683,Plumbing,Pemipaan Air Bersih,62401,2024-08-08,Tidak ada spare part,33890000
47395,WI--3BNR-47395,Sistem Telekomunikasi Gedung,WI-FI,87007,2024-08-08,Tidak ada spare part,97540000
46727,SAM-95RK-46727,Security Sistem,Monitor CCTV,54694,2024-08-08,Usia pakai habis,7230000
49990,SIE-WUKC-49990,Sistem Proteksi Kebakaran Aktif,Smoke Detector,63466,2024-08-08,Kontrak maintenance habis,40830000
34412,GRO-GNGQ-34412,Distribusi Air,Ground Water Tank,67666,2025-08-08,Efisiensi energi,38760000
13636,MIT-RMQI-13636,Mechanical,AC Split,61867,2025-08-08,Efisiensi energi,21690000
37525,PLA-2C5R-37525,Arsitektur,Plafon Gypsum / GRC,78674,2025-08-08,Kerusakan fatal tidak ekonomis diperbaiki,9640000
59485,MET-7U9B-59485,Pencatatan Meter,Meter PLN,80876,2025-08-08,Efisiensi energi,44060000
56739,LAT-4AS6-56739,Latihan Balakar,Latihan Balakar,62393,2025-08-08,Efisiensi energi,33830000
27121,MIT-0HR8-27121,Mechanical,AC Split,89505,2025-08-08,Upgrade kapasitas,43430000
48545,DIN-CFS9-48545,Civil,"Dinding Cladding (Alumunium Composit,/ACP,etc)",64877,2025-08-08,Sudah obsolete,83180000
55173,LAN-MSDS-55173,Civil,Lantai Karpet,65009,2020-09-08,Kontrak maintenance habis,36580000
49089,SHA-QTX6-49089,Mechanical,AC Split,63897,2023-09-08,Sudah obsolete,57410000
30260,GRE-GZYI-30260,Mechanical,AC Split,80769,2023-09-08,Kerusakan fatal tidak ekonomis diperbaiki,57040000
6776,SHA-U52A-6776,Mechanical,AC Split,73929,2024-09-08,Sudah obsolete,65460000
55201,DIN-MTCP-55201,Civil,Dinding Tembok/Mansonry,73766,2024-09-08,Standar keamanan baru,73920000
18447,PEM-HTBY-18447,Plumbing,Pemipaan Air Kotor,68719,2024-09-08,Kontrak maintenance habis,7530000
476,GRE-QE37-0476,Mechanical,AC Split,95950,2024-09-08,Standar keamanan baru,76720000
53107,FIN-F79W-53107,Security Sistem,Fingerprint,51366,2025-09-08,Kerusakan fatal tidak ekonomis diperbaiki,39230000
45298,LAM-M2TT-45298,Electrical,Lampu Downlight,79140,2025-09-08,Sudah obsolete,4530000
54207,LAM-7G6Z-54207,Electrical,Lampu LED Bulb,58716,2025-09-08,Upgrade kapasitas,53030000
1435,OND-DWR1-1435,Plumbing,Kran Air,78445,2025-09-08,Efisiensi energi,5470000
42634,MON-6BGP-42634,Sistem Telekomunikasi Gedung,Monitor/Layar,96349,2024-10-08,Kerusakan fatal tidak ekonomis diperbaiki,65190000
56806,ATA-4XRO-56806,Civil,Atap Beton,76334,2024-10-08,Kontrak maintenance habis,15430000
27134,HYU-E67G-27134,Sistem Transportasi Gedung,Lift Penumpang,68370,2024-10-08,Standar keamanan baru,8450000
29146,SAM-BD8I-29146,Mechanical,AC Split,81641,2025-10-08,Kerusakan fatal tidak ekonomis diperbaiki,44320000
18727,FLO-LOXX-18727,Plumbing,Floor Drain,80130,2025-10-08,Standar keamanan baru,15080000
49151,NOT-10HX-49151,Sistem Proteksi Kebakaran Aktif,Smoke Detector,89062,2025-10-08,Kontrak maintenance habis,36250000
18706,TOT-EHNU-18706,Plumbing,Wastafel,50744,2021-11-08,Sudah obsolete,36710000
27885,CON-1SF6-27885,Electrical,Control Panel Penerangan,76221,2021-11-08,Upgrade kapasitas,16300000
46445,KUS-88QA-46445,Arsitektur,Kusen Jendela Berbahan Kayu,88830,2021-11-08,Kerusakan fatal tidak ekonomis diperbaiki,65480000
32730,LAM-XQFV-32730,Electrical,Lampu LED Bulb,81851,2025-11-08,Tidak ada spare part,83590000
19459,DAI-HXR9-19459,Mechanical,AC Cassette,86448,2025-11-08,Standar keamanan baru,26920000
46936,VIK-W9HR-46936,Sistem Pemadam Kebakaran,Sprinkler Otomatis,95042,2023-12-08,Kontrak maintenance habis,61090000
36954,TRA-09JU-36954,Electrical,Trafo IT UPS,93853,2023-12-08,Tidak ada spare part,42840000
23800,MIT-NSXX-23800,Mechanical,AC Cassette,62163,2023-12-08,Sudah obsolete,66920000
3287,SHA-KGCI-3287,Mechanical,AC Split,87170,2024-12-08,Standar keamanan baru,33810000
21165,PUS-H83X-21165,Security Sistem,Push Button,80191,2025-12-08,Kontrak maintenance habis,25300000
56786,PIN-JR01-56786,Arsitektur,Pintu Biasa Berdaun Ganda,88113,2025-12-08,Kontrak maintenance habis,46470000
5875,PEM-KAT0-5875,Plumbing,Pemipaan Air Bersih,56965,2022-01-09,Efisiensi energi,32670000
6138,UNI-7UY0-6138,Electrical,Uninterruptible Power Supply,93904,2020-02-09,Sudah obsolete,15890000
41395,PAB-L04C-41395,Sistem Telekomunikasi Gedung,PABX,68720,2022-02-09,Kontrak maintenance habis,48140000
51445,PIN-HVLH-51445,Arsitektur,Pintu Kayu/HPL,78559,2022-02-09,Kontrak maintenance habis,60720000
22939,LAM-EOH7-22939,Electrical,Lampu LED,58511,2023-02-09,Kerusakan fatal tidak ekonomis diperbaiki,62640000
43236,AXI-15RL-43236,Security Sistem,Kamera CCTV,72637,2024-02-09,Standar keamanan baru,68710000
16590,GRE-6JRN-16590,Mechanical,AC Split,68811,2024-02-09,Kontrak maintenance habis,94940000
791,APA-80YI-0791,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,63035,2025-02-09,Tidak ada spare part,19510000
28581,SAM-AHO2-28581,Mechanical,AC Split,79601,2018-03-09,Upgrade kapasitas,75630000
53563,LAM-KE0K-53563,Electrical,Lampu TL,98210,2021-03-09,Sudah obsolete,62720000
44701,HIK-K1VQ-44701,Security Sistem,Kamera CCTV,67245,2025-03-09,Kontrak maintenance habis,9830000
59667,PIN-DI84-59667,Arsitektur,Pintu Kaca Hidrolik,51520,2025-03-09,Sudah obsolete,2090000
40532,MEJ-D1NB-40532,Arsitektur,Meja kerja,99307,2023-04-09,Sudah obsolete,88300000
2656,LAM-3VCP-2656,Electrical,Lampu Downlight,50270,2024-04-09,Usia pakai habis,3350000
427,AXI-NRHZ-0427,Security Sistem,Kamera CCTV,71595,2024-04-09,Tidak ada spare part,78210000
6484,KLO-3CZ6-6484,Plumbing,Kloset,64384,2025-04-09,Tidak ada spare part,21360000
43123,DIN-IY77-43123,Civil,Dinding Kaca Non Tempered,90881,2025-04-09,Sudah obsolete,75840000
45759,LAM-H1EM-45759,Electrical,Lampu LED Downlight,55124,2025-04-09,Kerusakan fatal tidak ekonomis diperbaiki,37520000
39887,ACC-D8AK-39887,Security Sistem,Access Control ,60058,2025-04-09,Kerusakan fatal tidak ekonomis diperbaiki,96440000
44096,HIK-C0NG-44096,Security Sistem,Kamera CCTV,51904,2020-05-09,Kontrak maintenance habis,65720000
4379,GRE-F8YW-4379,Mechanical,AC Split,63035,2023-05-09,Usia pakai habis,83130000
29296,SHA-5K8I-29296,Mechanical,AC Split,54613,2023-05-09,Standar keamanan baru,80140000
39471,PIN-7LFI-39471,Arsitektur,Pintu Kaca Hidrolik,97457,2023-05-09,Usia pakai habis,48980000
39888,LAM-7IKM-39888,Electrical,Lampu Downlight,85363,2023-05-09,Tidak ada spare part,40750000
36755,OND-W99W-36755,Plumbing,Kran Air,95176,2024-05-09,Upgrade kapasitas,16450000
47368,SAM-M36B-47368,Mechanical,AC Split,68007,2025-05-09,Usia pakai habis,70980000
51079,EBA-6QBZ-51079,Mechanical,Pompa Transfer,71433,2020-06-09,Efisiensi energi,16300000
24471,FCU-F7C3-24471,Mechanical,FCU,82532,2023-06-09,Tidak ada spare part,11160000
33490,SAM-D08I-33490,Mechanical,AC Split,76170,2025-06-09,Kerusakan fatal tidak ekonomis diperbaiki,81300000
30753,FAS-IHGZ-30753,Civil,Fasade Gedung,60409,2025-06-09,Efisiensi energi,43250000
46723,LAN-LPQ1-46723,Sistem Telekomunikasi Gedung,LAN (Local Area Network),57755,2025-06-09,Efisiensi energi,11110000
54628,PEM-XLBC-54628,Plumbing,Pemipaan Air Bersih,51944,2021-07-09,Kerusakan fatal tidak ekonomis diperbaiki,42330000
3619,DAI-Y3U0-3619,Mechanical,AC Cassette,95900,2022-07-09,Efisiensi energi,80250000
3573,GRE-YKX9-3573,Mechanical,AC Split,65758,2022-07-09,Usia pakai habis,53440000
58043,DIN-HHY7-58043,Civil,Dinding Tembok/Mansonry,51186,2024-07-09,Tidak ada spare part,97970000
39036,PIN-EJ2C-39036,Arsitektur,Pintu Besi,80563,2024-07-09,Upgrade kapasitas,37700000
44391,LAM-Y2V3-44391,Electrical,Lampu Wall sign,50438,2025-07-09,Tidak ada spare part,5700000
61095,ATA-MWYS-61095,Civil,Atap Galvalum,70817,2025-07-09,Efisiensi energi,68450000
20653,DAI-FLHP-20653,Mechanical,AC Split,84012,2025-07-09,Kontrak maintenance habis,3850000
22977,CUM-K37O-22977,Mechanical,Genset Diesel,93507,2018-08-09,Kerusakan fatal tidak ekonomis diperbaiki,34060000
31575,LG-76H9-31575,Mechanical,AC Split,63603,2024-08-09,Sudah obsolete,91790000
13550,MIT-94CL-13550,Mechanical,AC Split,73862,2024-08-09,Standar keamanan baru,49130000
44198,DIN-4F03-44198,Civil,Dinding Tembok/Mansonry,84957,2024-08-09,Kerusakan fatal tidak ekonomis diperbaiki,34350000
26310,PLA-88J4-26310,Arsitektur,Plafon Gypsum / GRC,63059,2023-09-09,Upgrade kapasitas,52270000
15156,PAN-HSQ3-15156,Mechanical,AC Cassette,98448,2024-09-09,Kerusakan fatal tidak ekonomis diperbaiki,68140000
28295,LAM-I0EK-28295,Electrical,Lampu TL,66158,2024-09-09,Kontrak maintenance habis,23310000
55336,WIR-MOPY-55336,Electrical,Wiring System (Sistem Instalasi Kabel),67122,2025-09-09,Upgrade kapasitas,41220000
20342,CON-P9IC-20342,Electrical,Control Panel AC,99632,2025-09-09,Sudah obsolete,84320000
42911,DAH-0IRK-42911,Security Sistem,Kamera CCTV,56463,2024-10-09,Efisiensi energi,42620000
44385,DIN-ZO4I-44385,Civil,Dinding Batu Alam,86327,2024-10-09,Upgrade kapasitas,58780000
29755,PAN-HW20-29755,Ventilasi Sistem,Exhaust Fan,58122,2025-10-09,Kerusakan fatal tidak ekonomis diperbaiki,24360000
53288,DIN-727N-53288,Civil,Dinding Tembok/Mansonry,87360,2025-10-09,Standar keamanan baru,81230000
60814,CAT-Z6AB-60814,Mechanical,Genset Diesel,57427,2020-11-09,Upgrade kapasitas,99020000
4230,AC -0IZE-4230,Mechanical,AC Ceiling,55244,2023-11-09,Kerusakan fatal tidak ekonomis diperbaiki,31790000
56931,HIK-ETS6-56931,Security Sistem,Kamera CCTV,51723,2023-11-09,Tidak ada spare part,52170000
16984,APA-XOBZ-16984,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,58048,2023-11-09,Kerusakan fatal tidak ekonomis diperbaiki,68960000
5970,PAN-ZUID-5970,Mechanical,AC Split,67170,2024-11-09,Tidak ada spare part,90540000
22714,DAH-RF0F-22714,Security Sistem,Kamera CCTV,96271,2024-11-09,Standar keamanan baru,30990000
18090,GRO-TPDU-18090,Distribusi Air,Ground Water Tank,74591,2025-11-09,Tidak ada spare part,48710000
58092,WIR-1BWJ-58092,Electrical,Wiring System (Sistem Instalasi Kabel),78424,2025-11-09,Upgrade kapasitas,13820000
47203,PEM-AEHH-47203,Plumbing,Pemipaan Air Bersih,62387,2025-11-09,Tidak ada spare part,84460000
39571,APA-PP01-39571,Sistem Pemadam Kebakaran,APAB CO2,55143,2018-12-09,Upgrade kapasitas,49230000
17972,LAN-V7OV-17972,Civil,Lantai Beton,85504,2021-12-09,Standar keamanan baru,65330000
50550,LEM-SX3V-50550,Arsitektur,Lemari/Loker,89582,2023-12-09,Usia pakai habis,45490000
36244,GRE-KI72-36244,Mechanical,AC Split,54218,2024-12-09,Kerusakan fatal tidak ekonomis diperbaiki,70390000
21381,SHA-RFC1-21381,Mechanical,AC Split,54318,2024-12-09,Standar keamanan baru,18590000
53343,DIN-ZF6Y-53343,Civil,Dinding Tembok/Mansonry,64084,2025-12-09,Upgrade kapasitas,4410000
35830,LAM-O6IU-35830,Electrical,Lampu LED Downlight,82661,2024-01-10,Efisiensi energi,58370000
2395,UNI-4TND-2395,Electrical,Uninterruptible Power Supply,59220,2024-01-10,Usia pakai habis,34790000
32247,AUT-UEE0-32247,Electrical,Automatic Transfer Switch (ATS Panel),89618,2024-01-10,Efisiensi energi,89900000
27515,LAM-OREY-27515,Electrical,Lampu LED Downlight,57638,2025-01-10,Tidak ada spare part,78930000
44487,SHA-INWA-44487,Mechanical,AC Split,73201,2024-03-10,Upgrade kapasitas,54700000
14037,ATA-PN1Q-14037,Civil,Atap Beton,98103,2025-03-10,Standar keamanan baru,69910000
6286,SAM-F97C-6286,Mechanical,AC Split,71004,2025-03-10,Usia pakai habis,48390000
30580,MDB-ZU5Z-30580,Electrical,MDB,93697,2019-04-10,Standar keamanan baru,76910000
59062,SDP-RP3Z-59062,Electrical,SDP,96380,2021-04-10,Kontrak maintenance habis,64620000
1469,MIK-LV0G-1469,Sistem Telekomunikasi Gedung,Mikrofon,90378,2021-04-10,Kerusakan fatal tidak ekonomis diperbaiki,67170000
18100,WIL-W6QG-18100,Mechanical,Pompa Transfer,81410,2021-04-10,Kerusakan fatal tidak ekonomis diperbaiki,73970000
606,HIK-27H6-0606,Security Sistem,Kamera CCTV,97924,2025-04-10,Standar keamanan baru,21310000
44648,ATA-EK4K-44648,Civil,Atap Spandek,91919,2020-05-10,Upgrade kapasitas,36350000
31659,TOT-VDWY-31659,Plumbing,Kran Air,51611,2021-05-10,Standar keamanan baru,34940000
43097,PIN-TWYY-43097,Arsitektur,Pintu Kaca Hidrolik,50465,2024-05-10,Kontrak maintenance habis,73810000
49538,SAM-Q8J3-49538,Security Sistem,Monitor CCTV,98259,2024-05-10,Usia pakai habis,33350000
22971,APA-5IDM-22971,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,64431,2024-05-10,Standar keamanan baru,89420000
58599,PIN-0WNI-58599,Arsitektur,Pintu Besi,89307,2024-05-10,Kerusakan fatal tidak ekonomis diperbaiki,94480000
56167,GRE-SPQK-56167,Mechanical,AC Split,67635,2021-06-10,Standar keamanan baru,79570000
6856,LAN-ERP5-6856,Sistem Telekomunikasi Gedung,LAN (Local Area Network),59226,2022-06-10,Tidak ada spare part,40200000
19318,GRE-9W60-19318,Mechanical,AC Split,99923,2023-06-10,Upgrade kapasitas,72040000
49254,SHA-X543-49254,Mechanical,AC Split,86820,2023-06-10,Efisiensi energi,71950000
50193,LAM-PUN3-50193,Electrical,Lampu Pylon Sign,60579,2024-06-10,Usia pakai habis,5270000
31177,APA-9OIS-31177,Sistem Pemadam Kebakaran,APAR CO2,56015,2024-06-10,Sudah obsolete,14340000
57669,HOS-Y1CT-57669,Sistem Pemadam Kebakaran,Hose Rack,94414,2025-06-10,Standar keamanan baru,68660000
50994,LG-52HM-50994,Mechanical,AC Split,72543,2025-06-10,Standar keamanan baru,63380000
31184,APA-QURO-31184,Sistem Pemadam Kebakaran,APAR CO2,53688,2025-06-10,Tidak ada spare part,99250000
766,APA-NXI0-0766,Sistem Pemadam Kebakaran,APAR CO2,99105,2022-07-10,Kerusakan fatal tidak ekonomis diperbaiki,10210000
20218,CON-T3M6-20218,Electrical,Control Panel AC,92337,2024-07-10,Kontrak maintenance habis,10510000
26398,TOT-DBRE-26398,Plumbing,Kran Air,56738,2025-07-10,Kerusakan fatal tidak ekonomis diperbaiki,99100000
43634,DIN-4APZ-43634,Civil,Dinding Tembok/Mansonry,80030,2025-07-10,Sudah obsolete,81480000
44507,FAS-U1J0-44507,Civil,Fasade Gedung,60466,2018-08-10,Kerusakan fatal tidak ekonomis diperbaiki,76910000
59478,MET-F451-59478,Pencatatan Meter,Meter PLN,59101,2018-08-10,Upgrade kapasitas,73730000
33694,LAM-JFMO-33694,Electrical,Lampu Downlight,93610,2020-08-10,Usia pakai habis,44180000
24459,FCU-G9UN-24459,Mechanical,FCU,88879,2022-08-10,Kontrak maintenance habis,89730000
26393,SAM-LXM1-26393,Mechanical,AC Split,89824,2024-08-10,Efisiensi energi,33360000
2326,PAN-LRW3-2326,Ventilasi Sistem,Exhaust Fan,87429,2025-08-10,Efisiensi energi,85640000
49126,WIR-BRK1-49126,Electrical,Wiring System (Sistem Instalasi Kabel),59675,2025-08-10,Tidak ada spare part,36470000
32583,LAM-LKFI-32583,Electrical,Lampu Downlight,65551,2025-08-10,Sudah obsolete,28490000
33699,LAM-YT5C-33699,Electrical,Lampu Downlight,88998,2023-09-10,Sudah obsolete,83800000
13862,FIN-PNFY-13862,Security Sistem,Fingerprint,92247,2024-09-10,Standar keamanan baru,93750000
48498,PAN-SRX0-48498,Mechanical,AC Split,98152,2024-09-10,Standar keamanan baru,56270000
22632,PIN-DCU7-22632,Arsitektur,Pintu Kayu/HPL,92729,2024-09-10,Kerusakan fatal tidak ekonomis diperbaiki,53910000
14778,JOC-NQPO-14778,Sistem Pemadam Kebakaran,Jockey Pump,81138,2024-09-10,Sudah obsolete,35560000
4235,SAM-XR5S-4235,Mechanical,AC Split,69061,2025-09-10,Kerusakan fatal tidak ekonomis diperbaiki,67360000
31032,DAH-CDQM-31032,Security Sistem,Kamera CCTV,69771,2025-09-10,Upgrade kapasitas,31010000
16025,UNI-47FM-16025,Electrical,Uninterruptible Power Supply,78304,2018-10-10,Efisiensi energi,52140000
28745,PAB-VWC7-28745,Sistem Telekomunikasi Gedung,PABX,83639,2022-10-10,Kerusakan fatal tidak ekonomis diperbaiki,18260000
36641,AME-6C18-36641,Plumbing,Wastafel,64848,2023-10-10,Standar keamanan baru,18930000
6042,DAI-ZQE1-6042,Mechanical,AC Cassette,52111,2025-10-10,Sudah obsolete,45420000
17823,PAN-44TZ-17823,Mechanical,AC Split,89075,2025-10-10,Kerusakan fatal tidak ekonomis diperbaiki,72390000
2966,PUS-IMDD-2966,Security Sistem,Push Button,92511,2025-10-10,Efisiensi energi,96020000
44740,MDP-AOHE-44740,Electrical,MDP,74815,2025-10-10,Standar keamanan baru,3920000
18022,GRE-W45W-18022,Mechanical,AC Split,53190,2018-11-10,Sudah obsolete,32000000
1491,KDK-TMV8-1491,Ventilasi Sistem,Exhaust Fan,65782,2022-11-10,Kontrak maintenance habis,89190000
2458,MIT-U5PS-2458,Mechanical,AC Split,88257,2023-11-10,Tidak ada spare part,96050000
11922,DAI-YM1R-11922,Mechanical,AC Split,96863,2025-11-10,Kontrak maintenance habis,26760000
25825,GRE-GGE7-25825,Mechanical,AC Split,90642,2019-12-10,Upgrade kapasitas,37450000
7649,PAN-07BC-7649,Mechanical,AC Split,59492,2020-12-10,Standar keamanan baru,8040000
7370,DEU-X8PH-7370,Mechanical,Genset Diesel,58326,2020-12-10,Upgrade kapasitas,18940000
54640,TOT-3G97-54640,Plumbing,Kran Air,69784,2021-12-10,Usia pakai habis,24920000
42528,KUS-DLCY-42528,Arsitektur,"Kusen, Daun Pintu Berbahan Alumunium",89526,2021-12-10,Standar keamanan baru,20750000
27098,LAM-1N01-27098,Electrical,Lampu Downlight,84000,2021-12-10,Kerusakan fatal tidak ekonomis diperbaiki,58460000
41812,JET-4N3A-41812,Plumbing,Jet Shower,57654,2023-12-10,Sudah obsolete,84750000
23153,PAN-5GWR-23153,Electrical,Panel PP-ME,84400,2024-12-10,Tidak ada spare part,82700000
26299,FCU-G9QL-26299,Mechanical,FCU,81673,2024-12-10,Tidak ada spare part,53370000
25393,BOS-KL1F-25393,Security Sistem,Kamera CCTV,97552,2025-12-10,Usia pakai habis,39980000
796,MIT-DPZF-0796,Mechanical,AC Split,62903,2025-12-10,Kerusakan fatal tidak ekonomis diperbaiki,69350000
47538,LAM-VCKL-47538,Electrical,Lampu Downlight,65687,2021-01-11,Kerusakan fatal tidak ekonomis diperbaiki,89810000
30413,NOT-RZN0-30413,Sistem Proteksi Kebakaran Aktif,Smoke Detector,69767,2024-01-11,Standar keamanan baru,45570000
33373,LAM-3DN1-33373,Electrical,Lampu LED,66042,2025-01-11,Kontrak maintenance habis,38010000
58459,LAM-95TJ-58459,Electrical,Lampu LED Strip,99312,2025-01-11,Upgrade kapasitas,20450000
59197,LAM-SXWV-59197,Electrical,Lampu LED Bulb,64198,2025-01-11,Upgrade kapasitas,93250000
5763,GRO-F352-5763,Distribusi Air,Ground Water Tank,71021,2025-01-11,Standar keamanan baru,88110000
48755,PIN-W0OR-48755,Arsitektur,Pintu Kayu/HPL,61133,2025-01-11,Efisiensi energi,32310000
14714,DAI-XV9C-14714,Mechanical,AC Split,53124,2025-01-11,Standar keamanan baru,9970000
50141,SAM-AC7R-50141,Mechanical,AC Split,88920,2021-02-11,Tidak ada spare part,11970000
50113,MIT-KE4G-50113,Mechanical,AC Split,50439,2022-02-11,Sudah obsolete,63080000
19328,ROO-I3OD-19328,Plumbing,Rooftank,91088,2025-02-11,Usia pakai habis,92540000
38843,LAM-MNHO-38843,Electrical,Lampu TL,62847,2025-02-11,Upgrade kapasitas,39210000
47323,MIT-KBRY-47323,Mechanical,AC Split,95570,2025-02-11,Upgrade kapasitas,4950000
7654,SAM-Y1YE-7654,Mechanical,AC Split,81219,2021-03-11,Kontrak maintenance habis,2900000
53708,HIK-BTEI-53708,Security Sistem,DVR CCTV,73018,2021-03-11,Kerusakan fatal tidak ekonomis diperbaiki,87850000
45396,DIN-V6KS-45396,Civil,Dinding Tembok/Mansonry,51762,2024-03-11,Sudah obsolete,47390000
52767,SAM-8KTR-52767,Mechanical,AC Split,62677,2025-03-11,Tidak ada spare part,34780000
39904,OND-PWB6-39904,Plumbing,Kran Air,66953,2025-03-11,Usia pakai habis,95710000
58744,DIN-VLWM-58744,Civil,Dinding Tembok/Mansonry,55418,2025-03-11,Upgrade kapasitas,22580000
51525,ATA-9AG5-51525,Civil,Atap Kaca,99933,2023-04-11,Efisiensi energi,12320000
44,MIT-ZRIX-0044,Mechanical,AC Split,90090,2024-04-11,Efisiensi energi,28200000
35442,LEM-KBMP-35442,Arsitektur,Lemari/Loker,61318,2024-04-11,Standar keamanan baru,78850000
46144,MEJ-4M5T-46144,Arsitektur,Meja kerja,98723,2024-04-11,Sudah obsolete,2200000
40594,LAM-078U-40594,Electrical,Lampu Pylon Sign,63706,2025-04-11,Upgrade kapasitas,37740000
38325,PAN-VEZJ-38325,Mechanical,AC Split,89510,2021-05-11,Kerusakan fatal tidak ekonomis diperbaiki,98160000
5723,SHA-WPQS-5723,Mechanical,AC Split,56253,2023-05-11,Tidak ada spare part,80180000
25226,SCH-45IJ-25226,Sistem Transportasi Gedung,Lift Executive,70442,2023-05-11,Efisiensi energi,81640000
54109,DAH-BNDG-54109,Security Sistem,Kamera CCTV,75020,2024-05-11,Tidak ada spare part,67040000
58312,HIK-CRTE-58312,Security Sistem,Kamera CCTV,57034,2024-05-11,Usia pakai habis,18700000
311,GRO-2HHI-0311,Distribusi Air,Ground Water Tank,85326,2024-05-11,Tidak ada spare part,64570000
33560,POM-BR3R-33560,Mechanical,Pompa Chiller Water Sekunder,90825,2024-05-11,Standar keamanan baru,27650000
52915,PLA-97HL-52915,Arsitektur,Plafon Gypsum / GRC,74597,2025-05-11,Sudah obsolete,59230000
30906,NOT-YQAP-30906,Sistem Proteksi Kebakaran Aktif,Smoke Detector,90644,2025-05-11,Kerusakan fatal tidak ekonomis diperbaiki,37280000
21416,APA-KQ1N-21416,Sistem Pemadam Kebakaran,APAR Dry Powder Cartridge,71132,2025-05-11,Tidak ada spare part,84440000
18153,GRE-UKWO-18153,Mechanical,AC Split,58779,2025-05-11,Upgrade kapasitas,84710000
32534,LAM-2VLQ-32534,Electrical,Lampu TL LED,67090,2025-05-11,Kontrak maintenance habis,70070000
26887,LAM-U2D1-26887,Electrical,Lampu Downlight,78889,2025-05-11,Kontrak maintenance habis,29650000
5009,AC -6WG6-5009,Mechanical,AC VRV,99503,2023-06-11,Upgrade kapasitas,17920000
21102,DAI-GH4Y-21102,Mechanical,AC Split,82419,2024-06-11,Standar keamanan baru,37640000
43753,CUM-8JTE-43753,Mechanical,Genset Diesel,95288,2024-06-11,Sudah obsolete,56580000
44913,PIN-DY4K-44913,Arsitektur,Pintu Kaca Hidrolik,68791,2024-06-11,Kontrak maintenance habis,63420000
28355,SAM-PMZK-28355,Security Sistem,Monitor CCTV,67575,2021-07-11,Tidak ada spare part,97690000
52401,LAM-BUI1-52401,Electrical,Lampu Downlight,74212,2023-07-11,Efisiensi energi,39010000
24573,FCU-B9E5-24573,Mechanical,FCU,74593,2025-07-11,Standar keamanan baru,48010000
23570,PLA-0EU3-23570,Arsitektur,Plafon Gypsum / GRC,77778,2021-08-11,Standar keamanan baru,90390000
18881,APA-GD4D-18881,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,80168,2022-08-11,Standar keamanan baru,11640000
39466,UNI-UQYM-39466,Electrical,Uninterruptible Power Supply,72566,2023-08-11,Tidak ada spare part,39830000
11907,SAM-N6C3-11907,Security Sistem,Monitor CCTV,59861,2024-08-11,Usia pakai habis,62150000
36728,DEU-KU6G-36728,Mechanical,Genset Diesel,91107,2025-08-11,Efisiensi energi,47940000
31167,APA-1SH2-31167,Sistem Pemadam Kebakaran,APAR Dry Powder Stored Pressure,88766,2023-09-11,Kontrak maintenance habis,47670000
3403,DAI-OEVZ-3403,Mechanical,AC Split,97870,2024-09-11,Sudah obsolete,27150000
